ID,name,url,latitude,longitude,cameraid,last_width,last_height,rating,inuse
1716,"CITY: Kyiiv, DISTRICT: Svyatoshynskyy, ADDRESS: 15 Hnata Jury St., WEB-CAM DIRECTION: Kiltseva road",http://img1.videoprobki.com.ua/camimg/cam55-5.jpg,50.4299,30.3858,4699,383,287,0,0
1717,"CITY: Kyiiv, DISTRICT: Podilskyy, ADDRESS: 2 Mezhygirska, WEB-CAM DIRECTION: Petra Sagajdachnogo St.",http://img1.videoprobki.com.ua/camimg/cam56-5.jpg,50.465,30.5188,4700,383,287,0,0
1718,"CITY: Kyiiv, DISTRICT: Darnytskyy, ADDRESS: Pivdennyj bridge (left bank), WEB-CAM DIRECTION: Pivdennyj Bridge in the direction of the right bank",http://img1.videoprobki.com.ua/camimg/cam61-5.jpg,50.3936,30.6021,4701,383,287,0,0
1719,"CITY: Kyiiv, DISTRICT: Podilskyy, ADDRESS: 83a, Melnikova St., WEB-CAM DIRECTION: Lukyanivska substation",http://img1.videoprobki.com.ua/camimg/cam68-5.jpg,50.4697,30.4668,4702,383,287,1,0
1720,"CITY: Kyiiv, DISTRICT: Podilskyy, ADDRESS: Dorogizgytska St. - Melnikova St. , WEB-CAM DIRECTION: Dorohozhychi substation",http://img1.videoprobki.com.ua/camimg/cam67-5.jpg,50.4699,30.4663,4703,383,287,0,0
1721,"CITY: Kyiiv, DISTRICT: Desnyanskyy, ADDRESS: Perova Blvd - Sulejmana Stalskogo St., WEB-CAM DIRECTION: Petra Zapozhca St.",http://img1.videoprobki.com.ua/camimg/cam8-5.jpg,50.4838,30.5932,4704,383,287,0,0
1722,"CITY: Kyiiv, DISTRICT: Darnytskyy, ADDRESS: Metro bridge, WEB-CAM DIRECTION: Right bank",http://img1.videoprobki.com.ua/camimg/cam75-5.jpg,50.4485,30.5897,4705,383,287,1,0
1723,"CITY: Kyiiv, DISTRICT: Shevchenksvskyy, ADDRESS: Evropejska sq, WEB-CAM DIRECTION: majdan Nezalezhnosti, Poshtova sq",http://img1.videoprobki.com.ua/camimg/cam88-5.jpg,50.4523,30.5266,4706,383,287,0,0
1724,"CITY: Kyiiv, DISTRICT: Obolonskyy, ADDRESS: Moskovskyj avenue (Factory &quot;Mayak&quot;), WEB-CAM DIRECTION: Dorohozhychi substation",http://img1.videoprobki.com.ua/camimg/cam74-5.jpg,50.4895,30.4928,4707,383,287,0,0
1725,"CITY: Kyiiv, DISTRICT: Obolonskyy, ADDRESS: Moskovskyj avenue - Novokonstyantynivska St, WEB-CAM DIRECTION: Novokonstyantynivska St",http://img1.videoprobki.com.ua/camimg/cam97-5.jpg,50.4886,30.4804,4708,383,287,0,0
1726,"CITY: Kyiiv, DISTRICT: Pecherskyy, ADDRESS: Slavy square, WEB-CAM DIRECTION: Kyevo-Pecherska lavra",http://img1.videoprobki.com.ua/camimg/cam103-5.jpg,50.4407,30.55,4709,383,287,0,0
1727,"CITY: Kyiiv, DISTRICT: Shevchenksvskyy, ADDRESS: Lva Tolstogo square, WEB-CAM DIRECTION: Chervonoarmijska street",http://img1.videoprobki.com.ua/camimg/cam104-5.jpg,50.4397,30.5158,4710,383,287,1,0
1728,"CITY: Kyiiv, DISTRICT: Darnytskyy, ADDRESS: Pivdennyi bridge, WEB-CAM DIRECTION: toward the left bank",http://img1.videoprobki.com.ua/camimg/cam107-5.jpg,50.3951,30.5865,4711,383,287,0,0
1729,"CITY: Kyiiv, DISTRICT: Shevchenksvskyy, ADDRESS: Artema Street, WEB-CAM DIRECTION: Lvivska square",http://img1.videoprobki.com.ua/camimg/cam129-5.jpg,50.4565,30.502,4712,383,287,0,0
1730,"CITY: Kyiiv, DISTRICT: Shevchenksvskyy, ADDRESS: Artema Street - Kudryavska Street, WEB-CAM DIRECTION: Artema St - V. Chornovola St",http://img1.videoprobki.com.ua/camimg/cam131-5.jpg,50.4565,30.5019,4713,383,287,1,0
1731,"CITY: Kyiiv, DISTRICT: Shevchenksvskyy, ADDRESS: Olesya Honchara st, WEB-CAM DIRECTION: Dmytrivska Street",http://img1.videoprobki.com.ua/camimg/cam133-5.jpg,50.447,30.4943,4714,383,287,1,0
1732,"CITY: Kyiiv, DISTRICT: Solomyanskyy, ADDRESS: Kosmonavta Komarova Ave, 28, WEB-CAM DIRECTION: Industrialnyj bridge",http://img1.videoprobki.com.ua/camimg/cam141-5.jpg,50.4389,30.422,4715,383,287,1,0
1733,"CITY: Kyiiv, DISTRICT: Solomyanskyy, ADDRESS: Chervonozoryanyi Ave, 18, WEB-CAM DIRECTION: Andriya Holovka Street",http://img1.videoprobki.com.ua/camimg/cam136-5.jpg,50.4205,30.4701,4716,383,287,0,0
1734,"CITY: Kyiiv, DISTRICT: Solomyanskyy, ADDRESS: Chervonozoryanyi Ave, 18, WEB-CAM DIRECTION: Sevastopolska square",http://img1.videoprobki.com.ua/camimg/cam145-5.jpg,50.4206,30.47,4717,383,287,0,0
1735,"CITY: Kyiiv, DISTRICT: Shevchenksvskyy, ADDRESS: Peremogy Avenue - Hali Tymofjejevoi street, 3, WEB-CAM DIRECTION: Politehnichnyj Instytut substation",http://img1.videoprobki.com.ua/camimg/cam146-5.jpg,50.451,30.4716,4718,383,287,0,0
1736,"CITY: Kyiiv, DISTRICT: Shevchenksvskyy, ADDRESS: Peremogy Avenue - Hali Tymofjejevoi street, 3, WEB-CAM DIRECTION: Povitroflotskyj bridge",http://img1.videoprobki.com.ua/camimg/cam147-5.jpg,50.4509,30.4719,4719,383,287,0,0
1737,"CITY: Kyiiv, DISTRICT: Shevchenksvskyy, ADDRESS: Olesya Honchara st, 79/4, WEB-CAM DIRECTION: Saksahanskoho st",http://img1.videoprobki.com.ua/camimg/cam132-5.jpg,50.4468,30.4943,4720,383,287,0,0
1738,"CITY: Kyiiv, DISTRICT: Podilskyy, ADDRESS: Elektrykiv street, 16, WEB-CAM DIRECTION: Naberezhno-Rybalska street",http://img1.videoprobki.com.ua/camimg/cam151-5.jpg,50.4825,30.5219,4721,383,287,0,0
1739,"CITY: Kyiiv, DISTRICT: Podilskyy, ADDRESS: Oleny Teligy St. - Frunze St. , WEB-CAM DIRECTION: Oleny Teligy St.- Moskovskyj avenue",http://img1.videoprobki.com.ua/camimg/cam154-5.jpg,50.4862,30.4726,4722,383,287,0,0
1740,"CITY: Kyiiv, DISTRICT: Svyatoshynskyy, ADDRESS: Zodchykh St., 68, WEB-CAM DIRECTION: Kiltseva Road",http://img1.videoprobki.com.ua/camimg/cam155-5.jpg,50.4355,30.3612,4723,383,287,1,0
1741,"CITY: Kyiiv, DISTRICT: Svyatoshynskyy, ADDRESS: Symyrenka Street, 2, WEB-CAM DIRECTION: Symyrenka St - Zodchykh St - Koltsova Blvd",http://img1.videoprobki.com.ua/camimg/cam156-5.jpg,50.4157,30.3906,4724,383,287,1,0
1742,"CITY: Kyiiv, DISTRICT: Svyatoshynskyy, ADDRESS: Velyka Okruzhna, 1, WEB-CAM DIRECTION: Kiltseva Rd - Kyivska St",http://img1.videoprobki.com.ua/camimg/cam157-5.jpg,50.4108,30.3883,4725,383,287,1,0
1743,"CITY: Kyiiv, DISTRICT: Svyatoshynskyy, ADDRESS: Lesya Kurbasa Ave, 17, WEB-CAM DIRECTION: Kiltseva Road, Zodchykh Street",http://img1.videoprobki.com.ua/camimg/cam158-5.jpg,50.4247,30.369,4726,383,287,0,0
1744,"CITY: Kyiiv, DISTRICT: Svyatoshynskyy, ADDRESS: Symyrenka Street, 25, WEB-CAM DIRECTION: Akademika Korolova Ave",http://img1.videoprobki.com.ua/camimg/cam159-5.jpg,50.4083,30.4086,4727,383,287,0,0
1745,"CITY: Lviv, DISTRICT: Pustomytovskiy, ADDRESS: Zymna Voda , WEB-CAM DIRECTION: Obrozhyne",http://img1.videoprobki.com.ua/camimg/cam909-5.jpg,49.8167,23.8931,4728,383,287,0,0
1746,"CITY: Kryvyi Rih, DISTRICT: Oktyabrskiy, ADDRESS: Industrialnyi district (Street Salasyuka, 66), WEB-CAM DIRECTION: Obizna Street",http://img1.videoprobki.com.ua/camimg/cam605-5.jpg,47.9676,33.4673,4729,383,287,1,0
1747,"CITY: Kryvyi Rih, DISTRICT: Saksaganskiy, ADDRESS: Vechirnii boulevard, 14, WEB-CAM DIRECTION: Obizna Street",http://img1.videoprobki.com.ua/camimg/cam608-5.jpg,47.9393,33.4336,4730,383,287,0,0
1748,"CITY: Kryvyi Rih, DISTRICT: Oktyabrskiy, ADDRESS: 200-richchya Kryvoho Rohu ave - Korotchenka st, WEB-CAM DIRECTION: Tukhachevs`koho street",http://img1.videoprobki.com.ua/camimg/cam606-5.jpg,47.9712,33.4371,4731,383,287,0,0
1749,"CITY: Kyiiv, DISTRICT: Svyatoshynskyy, ADDRESS: 107 Peremohy Avenue, WEB-CAM DIRECTION: Svyatoshyn substation",http://img1.videoprobki.com.ua/camimg/cam161-5.jpg,50.4562,30.3747,4732,383,287,1,0
1750,"CITY: Kyiiv, DISTRICT: Svyatoshynskyy, ADDRESS: 107 Peremohy Avenue, WEB-CAM DIRECTION: Akademika Palladina avenue",http://img1.videoprobki.com.ua/camimg/cam162-5.jpg,50.4563,30.3743,4733,383,287,1,0
1751,"CITY: Kyiiv, DISTRICT: Dniprovskyy, ADDRESS: 37 Andriya Malyshka Street, WEB-CAM DIRECTION: Chernihivska metro station",http://img1.videoprobki.com.ua/camimg/cam163-5.jpg,50.4622,30.6275,4734,383,287,0,0
1752,"CITY: Kyiiv, DISTRICT: Podilskyy, ADDRESS: Vyshhorodska Street - Pravdy Ave, WEB-CAM DIRECTION: Pravdy Ave",http://img1.videoprobki.com.ua/camimg/cam165-5.jpg,50.5053,30.4518,4735,383,287,1,0
1753,"CITY: Kyiiv, DISTRICT: Golosiivskyy, ADDRESS: Saperno-Slobidska Street (station  Kyiv-Moskovskyi), WEB-CAM DIRECTION: Pivdennyi bridge",http://img1.videoprobki.com.ua/camimg/cam166-5.jpg,50.4037,30.5329,4736,383,287,0,0
1754,"CITY: Kharkiv, DISTRICT: Kiyevskiy, ADDRESS: Heroiv Pratsi Street - Akademika Barabashova Street, WEB-CAM DIRECTION: Sydora Kovpaka Street",http://img1.videoprobki.com.ua/camimg/cam610-5.jpg,50.027,36.3254,4737,383,287,0,0
1755,"CITY: Kharkiv, DISTRICT: Moskovskiy, ADDRESS: Hvardiitsiv Shyronintsiv street - 50-richchya VLKSM avenue, WEB-CAM DIRECTION: Blyukhera Street",http://img1.videoprobki.com.ua/camimg/cam611-5.jpg,49.9968,36.3282,4738,383,287,0,0
1756,"CITY: Kyiiv, DISTRICT: Golosiivskyy, ADDRESS: Nauky Avenu - Saperno-Slobidska Street, WEB-CAM DIRECTION: Moskovska square",http://img1.videoprobki.com.ua/camimg/cam167-5.jpg,50.4019,30.5282,4739,383,287,1,0
1757,"CITY: Kharkiv, DISTRICT: Dzerzhynskiy, ADDRESS: Konstytutsii square (Palace of Labor), WEB-CAM DIRECTION: metro Radyanska",http://img1.videoprobki.com.ua/camimg/cam616-5.jpg,49.9894,36.2332,4740,383,287,1,0
1758,"CITY: Kharkiv, DISTRICT: Dzerzhynskiy, ADDRESS: Konstytutsii square (Palace of Labor), WEB-CAM DIRECTION: Rozy Lyuksemburh square",http://img1.videoprobki.com.ua/camimg/cam615-5.jpg,49.9891,36.2332,4741,383,287,1,0
1759,"CITY: Kyiiv, DISTRICT: Solomyanskyy, ADDRESS: Sevastopolska Square, WEB-CAM DIRECTION: Narodnoho Opolchennya street",http://img1.videoprobki.com.ua/camimg/cam134-5.jpg,50.426,30.4599,4742,383,287,0,0
1760,"CITY: Kyiiv, DISTRICT: Golosiivskyy, ADDRESS: Vystavkovyi Tsentr station, Akademika Hlushkova avenu , WEB-CAM DIRECTION: Odeska square",http://img1.videoprobki.com.ua/camimg/cam169-5.jpg,50.3825,30.4793,4743,383,287,0,0
1761,"CITY: Kyiiv, DISTRICT: Golosiivskyy, ADDRESS: Akademika Zabolotnoho street, Odeska square, WEB-CAM DIRECTION: Kiltseva Road",http://img1.videoprobki.com.ua/camimg/cam170-5.jpg,50.367185,30.460292,4744,383,287,0,0
1762,"CITY: Kyiiv, DISTRICT: Obolonskyy, ADDRESS: Geroiv Dnipra station, Obolonskyi Avenue, WEB-CAM DIRECTION: Ozerna street",http://img1.videoprobki.com.ua/camimg/cam171-5.jpg,50.5219,30.4999,4745,383,287,0,0
1763,"CITY: Kyiiv, DISTRICT: Obolonskyy, ADDRESS: Minska station, Marshala Tymoshenka street, WEB-CAM DIRECTION: Minska square",http://img1.videoprobki.com.ua/camimg/cam172-5.jpg,50.5115,30.5025,4746,383,287,1,0
1764,"CITY: Kyiiv, DISTRICT: Obolonskyy, ADDRESS: Obolon station, Obolonskyi Avenue, WEB-CAM DIRECTION: Petrivka station",http://img1.videoprobki.com.ua/camimg/cam173-5.jpg,50.502,30.4972,4747,383,287,1,0
1765,"CITY: Kyiiv, DISTRICT: Obolonskyy, ADDRESS: Marshala Tymoshenka street - Marshala Malynovskoho street, WEB-CAM DIRECTION: Luhova street - Bohatyrska street",http://img1.videoprobki.com.ua/camimg/cam174-5.jpg,50.5076,30.4907,4748,383,287,0,0
1766,"CITY: Kyiiv, DISTRICT: Obolonskyy, ADDRESS: Heroiv Dnipra street - Zoi Haidai street, WEB-CAM DIRECTION: Polyarna street - Bohatyrska street",http://img1.videoprobki.com.ua/camimg/cam175-5.jpg,50.5175,30.4905,4749,383,287,0,0
1767,"CITY: Kyiiv, DISTRICT: Obolonskyy, ADDRESS: Polyarna street - Berezhanska street , WEB-CAM DIRECTION: Bohatyrska street",http://img1.videoprobki.com.ua/camimg/cam176-5.jpg,50.5202,30.4561,4750,383,287,0,0
1768,"CITY: Lviv, DISTRICT: Sykhovskiy, ADDRESS: Chervonoi Kalyny Ave, Hnata Hotkevycha St, WEB-CAM DIRECTION: Sykhivska Street",http://img1.videoprobki.com.ua/camimg/cam618-5.jpg,49.7959,24.0514,4751,383,287,0,0
1769,"CITY: Lviv, DISTRICT: Shevchenkovskiy, ADDRESS: V`yacheslava Chornovola avenue - Varshavs`ka street, WEB-CAM DIRECTION: Zamarstynivs`ka street",http://img1.videoprobki.com.ua/camimg/cam619-5.jpg,49.8663,24.0155,4752,383,287,0,0
1770,"CITY: Dnipropetrovsk, DISTRICT: Zhovtnevyy, ADDRESS: Zaporiz`ke hwy, Pratsi ave, WEB-CAM DIRECTION: Haharina ave",http://img1.videoprobki.com.ua/camimg/cam620-5.jpg,48.412,35.0295,4753,383,287,0,0
1771,"CITY: Kyiiv, DISTRICT: Shevchenksvskyy, ADDRESS: Melnykova street - Dovnar-Zapolskoho street, WEB-CAM DIRECTION: Lukyanivska substation",http://img1.videoprobki.com.ua/camimg/cam178-5.jpg,50.4663,30.4753,4754,383,287,0,0
1772,"CITY: Kyiiv, DISTRICT: Shevchenksvskyy, ADDRESS: Bahhovutivska street  - Ovrutska street, WEB-CAM DIRECTION: Puhachova street",http://img1.videoprobki.com.ua/camimg/cam179-5.jpg,50.4705,30.4753,4755,383,287,1,0
1773,"CITY: Kyiiv, DISTRICT: Pecherskyy, ADDRESS: Pecherskyi bridge, Bastionna St, Kikvidze St, WEB-CAM DIRECTION: Vydubychi station",http://img1.videoprobki.com.ua/camimg/cam177-5.jpg,50.4199,30.547,4756,383,287,0,0
1774,"CITY: Kyiiv, DISTRICT: Pecherskyy, ADDRESS: Lesi Ukrainky Blvd, Verkhnya St, WEB-CAM DIRECTION: Pecherska station",http://img1.videoprobki.com.ua/camimg/cam180-5.jpg,50.4201,30.547,4757,383,287,0,0
1775,"CITY: Lviv, DISTRICT: Zheleznodorozhniy, ADDRESS: Lubins`ka St / Dmytra Yavonnyts`koho St / Symona Petlyury St, WEB-CAM DIRECTION: Kulparkivs`ka Street",http://img1.videoprobki.com.ua/camimg/cam627-5.jpg,49.8242,23.977,4758,383,287,0,0
1776,"CITY: Lviv, DISTRICT: Zheleznodorozhniy, ADDRESS: Horodotska Street, Ivana Vyhovskoho Street, WEB-CAM DIRECTION: Kiltseva Road",http://img1.videoprobki.com.ua/camimg/cam628-5.jpg,49.8304,23.9687,4759,383,287,0,0
1777,"CITY: Lviv, DISTRICT: Zheleznodorozhniy, ADDRESS: Syaivo St - Shyroka St - Levandivs`ka St, WEB-CAM DIRECTION: Shevchenka Street",http://img1.videoprobki.com.ua/camimg/cam630-5.jpg,49.8417,23.9784,4760,383,287,0,0
1778,"CITY: Kyiiv, DISTRICT: Golosiivskyy, ADDRESS: Stolychne Hwy - Nauky Ave, WEB-CAM DIRECTION: towards the center",http://img1.videoprobki.com.ua/camimg/cam182-5.jpg,50.3707,30.5505,4761,383,287,0,0
1779,"CITY: Kyiiv, DISTRICT: Dniprovskyy, ADDRESS: Bratyslavs`ka Street, Lisovyi Ave, WEB-CAM DIRECTION: Henerala Vatutina Avenue",http://img1.videoprobki.com.ua/camimg/cam183-5.jpg,50.478,30.619,4762,383,287,0,0
1780,"CITY: Severodonetsk, DISTRICT: Severodonetsk City Council, ADDRESS: Lenina square, Sovetskyi ave, WEB-CAM DIRECTION: Smetanina street",http://img1.videoprobki.com.ua/camimg/cam725-5.jpg,48.9529,38.4894,4763,383,287,0,0
1781,"CITY: Lviv, DISTRICT: Sykhovskiy, ADDRESS: Chervonoi Kalyny Ave - Chukarina St, WEB-CAM DIRECTION: Khutorivka St",http://img1.videoprobki.com.ua/camimg/cam640-5.jpg,49.7994,24.0492,4764,383,287,0,0
1782,"CITY: Kyiiv, DISTRICT: Darnytskyy, ADDRESS: Zdolbunivska St - Petra Hryhorenka Ave, WEB-CAM DIRECTION: Kharkivske highway",http://img1.videoprobki.com.ua/camimg/cam184-5.jpg,50.4169,30.6203,4765,383,287,0,0
1783,"CITY: Other, DISTRICT: Kamyanka-Buzkyi, ADDRESS: 503 km Rd M-06 Kiev - Chop, WEB-CAM DIRECTION: Lviv",http://img1.videoprobki.com.ua/camimg/cam926-5.jpg,49.9795,24.4369,4766,383,287,0,0
1784,"CITY: Kyiiv, DISTRICT: Dniprovskyy, ADDRESS: Lunacharskoho St - Mykilsko-Slobidska St, WEB-CAM DIRECTION: Livoberezhna station, Brovarskyi Avenue",http://img1.videoprobki.com.ua/camimg/cam186-5.jpg,50.4554,30.5946,4767,383,287,1,0
1785,"CITY: Kyiiv, DISTRICT: Shevchenksvskyy, ADDRESS: Velyka Zhytomyrs`ka St - Volodymyrs`ka St, WEB-CAM DIRECTION: Sofiis`ka square",http://img1.videoprobki.com.ua/camimg/cam187-5.jpg,50.4555,30.5169,4768,383,287,1,0
1786,"CITY: Kyiiv, DISTRICT: Svyatoshynskyy, ADDRESS: Kiltseva Road, &quot;Radgosp Sovky&quot;, WEB-CAM DIRECTION: Zhulyanskiy bridge",http://img1.videoprobki.com.ua/camimg/cam189-5.jpg,50.4035,30.4037,4769,383,287,0,0
1787,"CITY: Kyiiv, DISTRICT: Darnytskyy, ADDRESS: Bazhana Ave - Dniprovska embankment, Osokorky substation, WEB-CAM DIRECTION: Pivdennyi Bridge",http://img1.videoprobki.com.ua/camimg/cam188-5.jpg,50.3952,30.6184,4770,383,287,1,0
1788,"CITY: Lviv, DISTRICT: Sykhovskiy, ADDRESS: Chervonoi Kalyny Ave, Oleksandra Dovzhenka St, WEB-CAM DIRECTION: Sykhivska Street",http://img1.videoprobki.com.ua/camimg/cam639-5.jpg,49.7991,24.0494,4771,383,287,0,0
1789,"CITY: Other, DISTRICT: Berezanskiy gorsovet, ADDRESS: Road M-03 on the outskirts of Berezan, WEB-CAM DIRECTION: Kyiv",http://img1.videoprobki.com.ua/camimg/cam931-5.jpg,50.2808,31.4669,4772,383,287,0,0
1790,"CITY: Kyiiv, DISTRICT: Solomyanskyy, ADDRESS: Chervonozoryanyi Avenue - Kirovohradska Street, WEB-CAM DIRECTION: Moskovska square",http://img1.videoprobki.com.ua/camimg/cam191-5.jpg,50.4085,30.4918,4773,383,287,1,0
1791,"CITY: Kyiiv, DISTRICT: Shevchenksvskyy, ADDRESS: Volodymyrs`ka St (theater National Opera), WEB-CAM DIRECTION: Tarasa Shevchenka Blvd",http://img1.videoprobki.com.ua/camimg/cam192-5.jpg,50.447,30.5137,4774,383,287,1,0
1792,"CITY: Vinnytsya, DISTRICT: Zamostyanskiy, ADDRESS: Nemyrivs`ke hwy - Chekhova Street, WEB-CAM DIRECTION: entrance to the city",http://img1.videoprobki.com.ua/camimg/cam669-5.jpg,49.2295,28.531,4775,383,287,0,0
1793,"CITY: Vinnytsya, DISTRICT: Leninskyi, ADDRESS: Maksymovycha street (View from the tower), WEB-CAM DIRECTION: center",http://img1.videoprobki.com.ua/camimg/cam672-5.jpg,49.2417,28.4241,4776,383,287,1,0
1794,"CITY: Lviv, DISTRICT: Gagarinskiy, ADDRESS: Chernovola Viacheslava avenue, WEB-CAM DIRECTION: Torfiana street",http://img1.videoprobki.com.ua/camimg/cam673-5.jpg,49.8628,24.0171,4777,383,287,0,0
1795,"CITY: Kyiiv, DISTRICT: Svyatoshynskyy, ADDRESS: Prospekt Pobedy - square Heroes of Brest, WEB-CAM DIRECTION: square Heroes of Brest",http://img1.videoprobki.com.ua/camimg/cam194-5.jpg,31.1072312262086,75.2662287867168,4778,383,287,1,0
1796,"CITY: Vinnytsya, DISTRICT: Zamostyanskiy, ADDRESS: Yunosti avenue - Keletska street, WEB-CAM DIRECTION: Kosmonavtiv avenue",http://img1.videoprobki.com.ua/camimg/cam680-5.jpg,49.226,28.4117,4779,383,287,0,0
1797,"CITY: Vinnytsya, DISTRICT: Leninskyi, ADDRESS: Khmelnytske highway - Barske highway, WEB-CAM DIRECTION: city center",http://img1.videoprobki.com.ua/camimg/cam681-5.jpg,49.237,28.404,4780,383,287,1,0
1798,"Ravine des Cabris, La Réunion",http://www.meteo-rdc.net/cam/cam_2.jpg,-21.2869907,55.4749902999999,4781,640,480,0,0
1799,Creve Coeur Airport Camera 3,http://www.crevecoeurairport.com/cam_3.jpg,38.7247619831917,-90.5063243789368,4782,720,480,0,0
1800,I-84 at LePage Park - John Day River,http://www.tripcheck.com/roadcams/cams/LePagePark-JohnDay_pid632.jpg,45.729282,-120.65046,4783,328,314,0,0
1801,Mexicali,http://201.166.63.44/axis-cgi/jpg/image.cgi?resolution=CIF,32.728429,-114.709317,4784,352,240,0,0
1802,Montrose N,http://apps.cityofmontrose.org/webcam/sunsetmesa.jpg,38.49175676,-107.8781891,4785,640,480,0,0
1803,"Hansen Bridge - SH-50, M.P. 4.1",http://birice.vaisala.com/photos/0292B8D0_06C0A7CF_cam1.jpg,42.56852,-114.29819,4786,640,480,1,0
1804,"INL Puzzle - US-20/26, M.P. 272",http://birice.vaisala.com/photos/0297DAD5_F9457708_CAM1.jpg,43.50643,-112.88849,4787,640,480,0,0
1805,"Antelope Flat - US-26, M.P. 366",http://birice.vaisala.com/photos/02982C36_F95AA40A_CAM1.jpg,43.52735,-111.50041,4788,640,480,0,0
1806,"Hammett Hill - I-84, M.P. 102.9",http://birice.vaisala.com/photos/029C56D6_06471B45_cam2.jpg,43.04819,-115.57996,4789,640,480,0,0
1807,"Sage Junction - I-15, M.P. 143",http://birice.vaisala.com/photos/029CCE6A_F9500610_CAM1.jpg,43.509717,-112.92366,4790,1280,720,0,0
1808,"Juniper - I-84, M.P. 263",http://birice.vaisala.com/photos/02A5CDCC_05B3863D_cam2.jpg,42.14474,-112.98055,4791,640,480,1,0
1809,"Fort Hall Hill - US-95, M.P. 144",http://birice.vaisala.com/photos/02AC1991_F90FDF6A_cam2.jpg,44.82611,-116.39712,4792,640,480,1,0
1810,"Gwynn Ranch Hill - SH-46, M.P. 26",http://birice.vaisala.com/photos/02afc074_062368d1_cam2.jpg,43.12435,-114.66026,4793,640,480,1,0
1811,US-95 Winchester 1,http://birice.vaisala.com/photos/02C1CC4_F90CBF5E_cam2.jpg,46.254,-116.605,4794,640,480,1,0
1812,"Shirrod Hill US-95, M.P. 324.5",http://birice.vaisala.com/photos/02C5BC62_F9077333_cam2.jpg,46.51325,-116.95227,4795,640,480,0,0
1813,"Marsh Hill US-95, M.P. 371.7",http://birice.vaisala.com/photos/02CDFFE4_F908D5A6_cam2.jpg,47.05482,-116.86155,4796,640,480,1,0
1814,"Conner Summit - SH-77, M.P. 12.5",http://birice.vaisala.com/photos/02D5364C_063D0A3B_cam2.jpg,42.34616,-113.51601,4797,640,480,1,0
1815,US-95 Frei Hill NW Grangeville,http://birice.vaisala.com/photos/02DACB55_068FFBF4_cam2.jpg,46.112,-116.354,4798,1280,720,1,0
1816,"Blackfoot R.A. - I-15, M.P. 101",http://birice.vaisala.com/photos/02DCE69D_0667CC69_cam2.jpg,43.30001,-112.27367,4799,640,480,1,0
1817,"Timmerman Hill - SH-75, M.P. 102",http://birice.vaisala.com/photos/02E2EC7F_0683F6B3_cam2.jpg,43.326495,-114.280276,4800,1280,720,1,0
1818,"Camp Creek - I-15, M.P. 185.3",http://birice.vaisala.com/photos/030B947C_06795558_cam2.jpg,44.42527,-112.20361,4801,640,480,1,0
1819,"Fishcreek Summit - US-30, M.P. 376",http://birice.vaisala.com/photos/0320490C_05B3CDDA_cam2.jpg,42.6296,-111.91755,4802,640,480,1,0
1820,"Osgood/Payne - I-15, M.P. 123.7",http://birice.vaisala.com/photos/03212ABE_069A5A09_cam2.jpg,43.56979,-112.07276,4803,640,480,1,0
1821,Cottonwood Creek W,http://birice.vaisala.com/photos/033D172E_065D792F_cam1.jpg,46.446,-116.8543,4804,640,480,0,0
1822,US-12 Cottonwood,http://birice.vaisala.com/photos/033D172E_065D792F_cam2.jpg,46.5,-116.714,4805,640,480,0,0
1823,"Lost Trail Pass - US-93, M.P. 351",http://birice.vaisala.com/photos/035D68D5_05CBA9B5_CAM2.jpg,45.69306,-113.94861,4806,640,480,0,0
1824,"Arbon Valley - I-86, M.P. 50.5",http://birice.vaisala.com/photos/03609136_06043373_cam2.jpg,42.87937,-112.66341,4807,640,480,0,0
1825,Deary,http://birice.vaisala.com/photos/0389319E_065D792F_cam2.jpg,46.799,-116.55,4808,640,480,0,0
1826,ID-3 Clarkia,http://birice.vaisala.com/photos/03B5969E_06A3B6F4_CAM2.jpg,46.975,-116.277,4809,640,480,1,0
1827,Mount Lemmon 2,http://camera.ac7il.org/lemmon2.jpg,32.4409,-110.7883,4810,2592,1920,0,0
1828,Wolcott looking West,http://common.snow.com/Mtncams/RedSkyNorman.jpg,39.70163981,-106.6824818,4811,768,576,0,0
1829,Vail - Covered Bridge,http://common.snow.com/Mtncams/TOVCoveredBridge.jpg,39.64138823,-106.3713884,4812,800,450,1,0
1830,Vail Village,http://common.snow.com/Mtncams/TOVVailVillage.jpg,39.63854612,-106.3757658,4813,800,450,0,0
1831,Main St @ 1300 S  Richfield,http://commuterlink.utah.gov/1_devices/aux14492.jpeg,38.749616,-112.08789,4814,320,240,0,0
1832,St George Blvd @ 400 E STG,http://commuterlink.utah.gov/1_devices/aux14520.jpeg,37.109889,-113.574849,4815,320,240,0,0
1833,SR-209 @ Little Cottonwood Canyon,http://commuterlink.utah.gov/1_devices/aux14604.jpeg,40.572672,-111.776462,4816,320,240,0,0
1834,Wasatch Blvd @ Big Cottonwood Canyon,http://commuterlink.utah.gov/1_devices/aux14605.jpeg,40.619352,-111.789475,4817,320,240,0,0
1835,Main St @ Center St Richfield,http://commuterlink.utah.gov/1_devices/aux14630.jpeg,38.768065,-112.084781,4818,320,240,0,0
1836,Main St @ 300 N Richfield,http://commuterlink.utah.gov/1_devices/aux14631.jpeg,38.772274,-112.084768,4819,320,240,0,0
1837,Main St @ Center St Moab,http://commuterlink.utah.gov/1_devices/aux14632.jpeg,38.573616,-109.55079,4820,320,240,0,0
